id	alt_title	archived	co_op	collection_id	controller_support	date_added	date_modified	description	developer	esrb	favorite	filename	genre_id	gpu	hdd	last_played	mod	notes	online_multiplayer	operating_system	platform_id	play_count	players	processor	publisher	ram	region	save_path	steam_id	store	tags	title	translation	year
561		0	0	46	1	2022-10-22 22:56:58.033577	2022-10-22 23:07:16.882609	Master Higgins once again takes up his trusty axes and skateboard to rescue Tina from the Evil Witch Doctor.	Hudson Entertainment		0	adventure-island-ii.nes	1						0		24		1		Hudson Entertainment		NA				2D Scrolling, Platformer	Adventure Island II	0	1991
562		0	0	46	1	2022-10-22 23:17:12.264882	2022-10-22 23:23:08.817631	The third game in the Adventure Island series to be released on NES. The plot concerns aliens taking over Master Higgins's island paradise home, kidnapping his girlfriend Tina in the process.	Hudson Entertainment		0	adventure-island-3.nes	1						0		24		1		Hudson Entertainment		NA				2D Scrolling, Platformer	Adventure Island 3	0	1992
563		0	0	46	1	2022-10-22 23:30:49.152086	2022-10-22 23:38:42.334894	The adventure begins on peaceful Adventure Island. Today Master Higgins weds Tina. the new 'Miss Island“. Everyone is assembled at the church to celebrate their wedding when. suddenly. the evil Baron Bronsky appears. He wants to marry Tina himself. The evil baron carries Tina off, along with six island children. To reach his castle and rescue Tina, Master Higgins must first rescue the six children. each of whom is hidden on a separate island. You are Master Higgins. Will you be able to save her?	Hudson Entertainment		0	new-adventure-island.pce	1						0		36		1		Hudson Entertainment		NA				2D Scrolling, Platformer	New Adventure Island	0	1992
564	Takahashi Meijin no Bōkenjima IV	0	0	46	1	2022-10-23 00:28:09.855679	2022-10-23 00:53:52.742140	The tranquility of the Master Higgins's (or Takahashi as his real name is) island is once again disturbed. This time, some unknown force is causing havoc throughout the island. And what's worse is that Higgins's 5 dinosaur pals are kidnapped. Naturally, it is up to our straw-skirt-wearing prehistoric hero to save the day.	Hudson Entertainment		0	adventure-island-iv.nes	1						0		24		1		Hudson Entertainment		JP				2D Scrolling, Platformer	Adventure Island IV	1	1994
565		0	0	46	1	2022-10-23 01:07:51.424108	2022-10-23 01:41:38.983257	You are a caveman named Master Higgins. You have a beautiful girlfriend, and you like spending time sunbathing together on high trees and other places on the tropic island Waku-Waku. But all of a sudden, an evil magician turns your wife into a stone! As you begin to realize what happened, a bird grasps you and throws down somewhere on the island. You have to find your way back and to save your girl from the grim reality of petrification...	Hudson Entertainment		0	super-adventure-island.smc	1						0		34		1		Hudson Entertainment		NA				2D Scrolling, Platformer	Super Adventure Island	0	1992
566		0	0	46	1	2022-10-23 01:35:50.283672	2022-10-23 01:44:51.784141	Master Higgins finally marries his lovely girlfriend Tina. But out of nowhere, a powerful tropical cyclone destroyed the idyllic mood of their honeymoon. And not only this: it separated the ardent lovers again. After the winds stopped blowing, Tina found herself somewhere on a tropical coast. As for Master Higgins, he went to the king of Waku-Waku and, along with his main quest to save his brand new wife, got an assignment to save also a princess, whom the king was about to marry. Is there a connection between those two events?	Hudson Entertainment		0	super-adventure-island-ii.smc	1						0		34		1		Hudson Entertainment		NA				2D Scrolling, Platformer	Super Adventure Island II	0	1994
568		0	0	86	1	2022-10-23 02:43:19.401080	2024-01-24 13:32:02.072646	"Hudson Selection Vol. 4: Takahashi Meijin no Bouken Jima is an enhanced remake of the original Takahashi Meijin no Bouken Jima (""Adventure Island"") game."	Hudson Entertainment	E	0	hudson-selection-vol-4-takahashi-meijin-no-boukenjima.rvz	1						0		10		1		Hudson Entertainment		JP				2D Scrolling, Platformer	Hudson Selection Vol. 4: Takahashi Meijin no Bōken Jima	0	2003
569		0	0	47	1	2022-10-23 03:20:45.249575	2022-10-23 03:27:24.554668	Starbrain, a giant super computer programmed for destruction, is threatening the Galactic Empire. As a skillful and experienced star soldier, you need to pilot the Caesar into the space station Starbrain has occupied. The space station is heavily guarded by enemy ships and strange robotic creatures. You will be able to find different weapons along the way to power up the Caesar and increase chances of a successful mission. Star Soldier is an arcade style vertically scrolling shooter for one player.	Konami		0	star-soldier.nes	1						0		24		1		Konami		NA				Shooter, Top-Down	Star Soldier	0	1989
570		0	0	47	1	2022-10-23 03:39:35.583641	2022-10-23 03:52:07.153103	Move fast and blast! It's a nonstop explosion of fire power and you're streaking through space, right in the middle of it! The Brains Cult you once defeated is back, badder than ever. But your finger's on the trigger of an incredible new techno-attack! Scorch the Scorpion with a nuclear a sting. Fire your heat-seeking sidewinders. Then power-up to launch your doomsday Super Bomb! Blow those Brains out and save the galaxy. Then challenge your friends with a special competition time mode to prove who the Super Star really is!	Inter State	E	0	super-star-soldier.pce	1						0		36		1		NEC Home Electronics		NA				Top-Down	Super Star Soldier	0	1990
571		0	0	47	1	2022-10-23 04:03:03.072683	2022-10-23 04:34:30.891935	"On Earth in the 23rd century, a space time warp opens up over the Atlantic Ocean. From it comes an enormous invasion force analyzed to come from the 25th century. As Earth is attacked by the alien war machines, it is revealed that the culprits are identified as the Gader'el, a race of large bio-mechanic creatures, who have the ability to freely manipulate space and time; after conquering the future Earth in the 25th century, the Gader'el decided to ensure their influence on mankind by traveling back in time to the 23rd century, conquering that time and then going further into Earth's past.
As the armed forces of every country on Earth combats the Gader'el, each scientific academy collaborates on making a weapon capable of destroying the Gader'el's strongest weapons. The result is the Dryad, a single-fighter spaceship capable of wielding several types of futuristic weapons. The Dryad's flight path and mission is to warp into the Future Zone in order to reach the Gader'el headquarters and destroy their leader."	Now Production Co.		0	final-soldier.pce	1						0		36		1		Hudson Entertainment		JP				Shooter, Top-Down	Final Soldier	0	1991
573		0	0	86	1	2022-10-23 13:51:26.926452	2024-01-24 13:31:31.798768	This is a sole warrior's mission to rid the galaxy of the sinister Star Brain life forms that now control 16 huge areas of space. It's going to be tough but your starship, the Caesar, can pack some decent firepower so you can become a true Star Soldier of the galaxy.	Hudson Entertainment	E	0	hudson-selection-vol-2-star-soldier.gcz	1						0		10		1		Hudson Entertainment		JP				Shooter, Top-Down	Hudson Selection Vol. 2: Star Soldier	0	2003
575		0	0	47	1	2022-10-23 14:18:17.037663	2022-10-23 14:25:52.306447	"Star Parodier is a vertical scrolling shooter, much like the Star Soldier games, and features many of the same conventions, such as collecting power-ups to upgrade the player's weapons, and facing several bosses and minibosses as they progress through the game. The game also features the 2 and 5 minute high score time attack modes seen in previous games.

However, in parodying the hard sci-fi atmosphere of the Star Soldier games, Star Parodier takes a light hearted approach by featuring cute, cartoonish graphics and toning down the violence (for example, defeated enemies wave white flags in surrender). The players choose from one of three craft to play as in the game: the Paro Ceaser from Star Soldier, a giant flying Bomberman or an anthropomorphic PC Engine console that shoots HuCards and CD-ROMs at enemies."	Kaneko	T	0	star-parodier.chd	1						0		36		1		Hudson Entertainment		JP				Shooter, Top-Down	Star Parodier	0	1992
576		0	0	47	1	2022-10-23 14:30:21.640642	2022-10-23 14:41:43.839033	Star Soldier is a budget remake of the classic top-down shooter which puts you behind the cockpit of a lone starfighter as you attempt to stop an alien invasion.This PSP remake features a completely new polygonal engine with new stages, enemies and weapons.	Hudson Entertainment	E	0	star-soldier-2005.cso	1						0		28		1		Hudson Entertainment		JP				Shooter, Top-Down	Star Soldier (2005)	0	2005
577		0	0		1	2022-10-23 18:15:26.518318	2022-10-23 18:39:05.490733	A wicked sorceress wants to take over the world via her 12 Zodiac minions. Can a pink slinky like character defeat them and foil her evil plans?	Atlus		0	somer-assault.pce	1						0		36		1		Atlus		NA				2D Scrolling, Shooter	Somer Assault	0	1992
578	Rudra no Hihou	0	0		1	2022-10-24 01:51:56.959649	2022-10-24 02:02:13.581295	The Earth is ruled by heavenly powers, who destroy it and create it again every 4000 years, to end the live of powerful races and to let new ones appear. Many years ago, four great races dominated the Earth: the wise Danans, the beautiful Mermaids, the proud Reptiles, and the strong Giants. But those races had to give place to a newly born race: the humans. During the era of the humans, the planet's air has become filled with smog and the water dirty with pollutants. The cult of the Rudra have appeared and begun fortelling the end of the world. As the 4000 year deadline approaches, three characters each embark on their separate yet intertwined quests.	Squaresoft		0	treasure-of-the-rudras.smc	12						0		34		1		Squaresoft		JP					Treasure of the Rudras	1	1996
579		0	0		1	2022-10-24 17:23:29.319235	2022-10-24 17:34:27.969943	"Foes of Ali is a 3-D boxing game with ten different boxers to choose from: George Chuvalo, Henry Cooper, Jimmy Ellis, Bob Foster, Joe Frazier, Sonny Liston, Ken Norton, Leon Spinks, Chuck Wepner and of course the games namesake Muhammad Ali.

There are three modes to choose from: Exhibition where the player can choose any boxer to fight another, or the player can choose any of Ali's historic fights to play, Tournament where a player fights a series of boxers in an 8 man tournament tree to become champion and Career Mode, where the player can only play as Muhammed Ali and fight the other boxers in order as he did in real life."	Gray Matter	E10	0	foes-of-ali.chd	13						0		3		2		EA Sports		NA				Boxing	Foes of Ali	0	1995
580		0	0		1	2022-10-24 17:48:08.570152	2022-10-24 18:18:36.354224	"Battlesport simulates the sport of the future. Choose your vehicle and enter the arena to face your computer opponents to see who scores the most goals before the clock runs out.

Scoring isn't easy. The ball constantly bounces over the arena, retrieved by a player constantly bombarded by opponents. A variety of weapons are available to shoot your competitor, and anyone that takes a hit while carrying the ball loses possession, sending the ball bouncing across the arena. Taking too many shots results in a temporary inability to take part in the action while your opponent happily scores goals."	Cyclone Studios	E10	0	battlesport.chd	13						0		3		2		The 3DO Company		NA				Vehicular Combat	Battlesport	0	1996
581		0	0		1	2022-10-24 19:04:39.491058	2022-10-24 19:09:32.091646	In the year 2110, in the city of Meggagrid, once known as Los Angeles, you meet Dr. Grubert, a very prominent inventor who has been crippled by an explosion perpetrated by a crime family known as The Pitt Family. He gives a suit known as the Helipak Flight Suit to fight back and take down the criminals in the city and apprehend The Pitt Family and bring peace back to the city. With an arsenal of nine different weapons and twenty power-ups, the player flies around seven levels of the city with six degrees of freedom.	Studio 3DO	M	0	blade-force.chd	1						0		3		1		The 3DO Company		NA				Shooter, Third-Person	Blade Force	0	1995
